symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
RPL7L1P6	RPL7L1 pseudogene 6	100420201		
RPL7L1P7	RPL7L1 pseudogene 7	646641	ENSG00000251137	
RPL7L1P8	RPL7L1 pseudogene 8	402152	ENSG00000228766	
RPL7L1P9	RPL7L1 pseudogene 9	100128899	ENSG00000231035	
RPL7L1P10	RPL7L1 pseudogene 10	106480729	ENSG00000237322	
RPL7L1P11	RPL7L1 pseudogene 11	347509	ENSG00000176970	
RPL7L1P12	RPL7L1 pseudogene 12	100420200	ENSG00000231981	
RPL7L1P13	RPL7L1 pseudogene 13	100133103	ENSG00000251464	
RPL7L1P14	RPL7L1 pseudogene 14	644721	ENSG00000250403	
RPL7L1P15	RPL7L1 pseudogene 15	390618	ENSG00000259208	
RPL7L1P16	RPL7L1 pseudogene 16	100127965	ENSG00000260494	
RPL7L1P17	RPL7L1 pseudogene 17	100288666	ENSG00000255361	
RPL7L1P18	RPL7L1 pseudogene 18	100131013	ENSG00000253114	
RPL7L1P19	RPL7L1 pseudogene 19	646140	ENSG00000262316	
RPL7L1P20	RPL7L1 pseudogene 20	442161	ENSG00000216781	
RPL7L1P21	RPL7L1 pseudogene 21	100420170	ENSG00000226483	
RPL7L1P22	RPL7L1 pseudogene 22	100420166	ENSG00000231349	
RPL7P1	ribosomal protein L7 pseudogene 1	6174	ENSG00000214485	
RPL7P2	ribosomal protein L7 pseudogene 2	140695	ENSG00000227663	
RPL7P3	ribosomal protein L7 pseudogene 3	140857	ENSG00000226094	
RPL7P4	ribosomal protein L7 pseudogene 4	100133037	ENSG00000230449	
RPL7P5	ribosomal protein L7 pseudogene 5	654381	ENSG00000241562	
RPL7P6	ribosomal protein L7 pseudogene 6	90193	ENSG00000227525	
RPL7P7	ribosomal protein L7 pseudogene 7	644896	ENSG00000224315	
RPL7P8	ribosomal protein L7 pseudogene 8	441896	ENSG00000235045	
RPL7P9	ribosomal protein L7 pseudogene 9	653702	ENSG00000137970	
RPL7P10	ribosomal protein L7 pseudogene 10	646538	ENSG00000229752	
RPL7P11	ribosomal protein L7 pseudogene 11	100270823	ENSG00000234619	
RPL7P12	ribosomal protein L7 pseudogene 12	100131085	ENSG00000227770	
RPL7P13	ribosomal protein L7 pseudogene 13	130728	ENSG00000234253	
RPL7P14	ribosomal protein L7 pseudogene 14	100129743	ENSG00000232994	
RPL7P15	ribosomal protein L7 pseudogene 15	100270850	ENSG00000240622	
RPL7P16	ribosomal protein L7 pseudogene 16	729677	ENSG00000242899	
RPL7P17	ribosomal protein L7 pseudogene 17	100270851	ENSG00000214062	
RPL7P18	ribosomal protein L7 pseudogene 18	100270852	ENSG00000243806	
RPL7P19	ribosomal protein L7 pseudogene 19	100270853	ENSG00000241458	
RPL7P20	ribosomal protein L7 pseudogene 20	728843	ENSG00000254252	
RPL7P21	ribosomal protein L7 pseudogene 21	729123	ENSG00000231579	
RPL7P22	ribosomal protein L7 pseudogene 22	728620	ENSG00000226544	
RPL7P23	ribosomal protein L7 pseudogene 23	648000	ENSG00000244363	
RPL7P24	ribosomal protein L7 pseudogene 24	100127893	ENSG00000240003	
RPL7P25	ribosomal protein L7 pseudogene 25	100129061	ENSG00000216636	
RPL7P26	ribosomal protein L7 pseudogene 26	728380	ENSG00000184612	
RPL7P27	ribosomal protein L7 pseudogene 27	643906	ENSG00000220069	
RPL7P28	ribosomal protein L7 pseudogene 28	442242	ENSG00000218632	
RPL7P29	ribosomal protein L7 pseudogene 29	643971	ENSG00000214457	
RPL7P30	ribosomal protein L7 pseudogene 30	100270908	ENSG00000227982	
RPL7P31	ribosomal protein L7 pseudogene 31	100270909	ENSG00000235379	
RPL7P32	ribosomal protein L7 pseudogene 32	100130892	ENSG00000231006	
RPL7P33	ribosomal protein L7 pseudogene 33	286348	ENSG00000215236	
RPL7P34	ribosomal protein L7 pseudogene 34	389992	ENSG00000237205	
RPL7P35	ribosomal protein L7 pseudogene 35	100271216	ENSG00000233518	
RPL7P36	ribosomal protein L7 pseudogene 36	100271218	ENSG00000234109	
RPL7P37	ribosomal protein L7 pseudogene 37	439954	ENSG00000226646	
RPL7P38	ribosomal protein L7 pseudogene 38	120872	ENSG00000239473	
RPL7P39	ribosomal protein L7 pseudogene 39	100271217	ENSG00000243020	
RPL7P40	ribosomal protein L7 pseudogene 40	100271220	ENSG00000242991	
RPL7P41	ribosomal protein L7 pseudogene 41	100271222	ENSG00000241146	
RPL7P42	ribosomal protein L7 pseudogene 42	100271223	ENSG00000241825	
RPL7P43	ribosomal protein L7 pseudogene 43	100271224	ENSG00000241045	
RPL7P44	ribosomal protein L7 pseudogene 44	390413	ENSG00000233873	
RPL7P45	ribosomal protein L7 pseudogene 45	100271225	ENSG00000225823	
RPL7P46	ribosomal protein L7 pseudogene 46	642451	ENSG00000229917	
RPL7P47	ribosomal protein L7 pseudogene 47	146110	ENSG00000228071	
RPL7P48	ribosomal protein L7 pseudogene 48	388401	ENSG00000187504	
RPL7P49	ribosomal protein L7 pseudogene 49	100271221	ENSG00000242931	
RPL7P50	ribosomal protein L7 pseudogene 50	729449	ENSG00000268785	
RPL7P51	ribosomal protein L7 pseudogene 51	100271226	ENSG00000243469	
RPL7P52	ribosomal protein L7 pseudogene 52	646912	ENSG00000228599	
RPL7P53	ribosomal protein L7 pseudogene 53	100271145	ENSG00000237475	
RPL7P54	ribosomal protein L7 pseudogene 54	100271146	ENSG00000227645	
RPL7P55	ribosomal protein L7 pseudogene 55	100271147	ENSG00000228301	
RPL7P56	ribosomal protein L7 pseudogene 56	728962	ENSG00000231164	
RPL7P57	ribosomal protein L7 pseudogene 57	643507	ENSG00000224401	
RPL7P58	ribosomal protein L7 pseudogene 58	646346	ENSG00000216938	
RPL7P59	ribosomal protein L7 pseudogene 59	643308	ENSG00000225918	
RPL7P60	ribosomal protein L7 pseudogene 60	100289264	ENSG00000214142	
RPL7P61	ribosomal protein L7 pseudogene 61	101929589	ENSG00000230282	
RPL8	ribosomal protein L8	6132	ENSG00000161016	P62917
RPL8P1	ribosomal protein L8 pseudogene 1	387046	ENSG00000216676	
RPL8P2	ribosomal protein L8 pseudogene 2	100128766	ENSG00000225267	
RPL8P3	ribosomal protein L8 pseudogene 3	100270854	ENSG00000240950	
RPL8P4	ribosomal protein L8 pseudogene 4	402150	ENSG00000213169	
RPL8P5	ribosomal protein L8 pseudogene 5	100271044	ENSG00000232926	
RPL9	ribosomal protein L9	6133	ENSG00000163682	P32969
RPL9P2	ribosomal protein L9 pseudogene 2	729004	ENSG00000234324	
RPL9P3	ribosomal protein L9 pseudogene 3	641616	ENSG00000240392	
RPL9P4	ribosomal protein L9 pseudogene 4	644223		
RPL9P5	ribosomal protein L9 pseudogene 5	100129179	ENSG00000239510	
RPL9P6	ribosomal protein L9 pseudogene 6	326311	ENSG00000241891	
RPL9P7	ribosomal protein L9 pseudogene 7	6126	ENSG00000238103	
RPL9P8	ribosomal protein L9 pseudogene 8	254948		
RPL9P10	ribosomal protein L9 pseudogene 10	100270855		
RPL9P11	ribosomal protein L9 pseudogene 11	642740		
RPL9P12	ribosomal protein L9 pseudogene 12	100270825		
RPL9P13	ribosomal protein L9 pseudogene 13	100270856	ENSG00000228374	
RPL9P14	ribosomal protein L9 pseudogene 14	100132061	ENSG00000185078	
RPL9P15	ribosomal protein L9 pseudogene 15	100270857	ENSG00000240601	
RPL9P16	ribosomal protein L9 pseudogene 16	727835	ENSG00000214676	
RPL9P17	ribosomal protein L9 pseudogene 17	728523		
RPL9P18	ribosomal protein L9 pseudogene 18	389404	ENSG00000213309	
RPL9P19	ribosomal protein L9 pseudogene 19	100129634		
RPL9P20	ribosomal protein L9 pseudogene 20	100130392		
RPL9P21	ribosomal protein L9 pseudogene 21	728374	ENSG00000214089	
RPL9P22	ribosomal protein L9 pseudogene 22	100130066		
RPL9P23	ribosomal protein L9 pseudogene 23	100131020		
RPL9P24	ribosomal protein L9 pseudogene 24	100271045		
RPL9P25	ribosomal protein L9 pseudogene 25	654350	ENSG00000240821	
RPL9P26	ribosomal protein L9 pseudogene 26	100271227		
RPL9P27	ribosomal protein L9 pseudogene 27	100131246		
RPL9P28	ribosomal protein L9 pseudogene 28	729146	ENSG00000242067	
RPL9P29	ribosomal protein L9 pseudogene 29	100129357	ENSG00000267355	
RPL9P30	ribosomal protein L9 pseudogene 30	100128710	ENSG00000240074	
RPL9P31	ribosomal protein L9 pseudogene 31	100271228	ENSG00000239659	
RPL9P32	ribosomal protein L9 pseudogene 32	727865	ENSG00000242100	
RPL9P33	ribosomal protein L9 pseudogene 33	100271229	ENSG00000244071	
RPL10	ribosomal protein L10	6134	ENSG00000147403	P27635
RPL10A	ribosomal protein L10a	4736	ENSG00000198755	P62906
RPL10AP1	ribosomal protein L10a pseudogene 1	319135	ENSG00000244691	
RPL10AP2	ribosomal protein L10a pseudogene 2	253986	ENSG00000188873	
RPL10AP3	ribosomal protein L10a pseudogene 3	137107	ENSG00000215264	
RPL10AP4	ribosomal protein L10a pseudogene 4	343301		
RPL10AP5	ribosomal protein L10a pseudogene 5	645998	ENSG00000235467	
RPL10AP6	ribosomal protein L10a pseudogene 6	100128936	ENSG00000226360	
RPL10AP7	ribosomal protein L10a pseudogene 7	100128646		
RPL10AP8	ribosomal protein L10a pseudogene 8	644154		
RPL10AP9	ribosomal protein L10a pseudogene 9	728979		
RPL10AP10	ribosomal protein L10a pseudogene 10	391836		
RPL10AP11	ribosomal protein L10a pseudogene 11	392206		
RPL10AP12	ribosomal protein L10a pseudogene 12	401863	ENSG00000214259	
RPL10AP13	ribosomal protein L10a pseudogene 13	100271602		
RPL10L	ribosomal protein L10 like	140801	ENSG00000165496	Q96L21
RPL10P1	ribosomal protein L10 pseudogene 1	100288252	ENSG00000217026	
RPL10P2	ribosomal protein L10 pseudogene 2	442171	ENSG00000174572	
RPL10P3	ribosomal protein L10 pseudogene 3	619445	ENSG00000230734	
RPL10P4	ribosomal protein L10 pseudogene 4	391151	ENSG00000238003	
RPL10P5	ribosomal protein L10 pseudogene 5	644911	ENSG00000235644	
RPL10P6	ribosomal protein L10 pseudogene 6	285176	ENSG00000230076	
RPL10P7	ribosomal protein L10 pseudogene 7	442086	ENSG00000242052	
RPL10P8	ribosomal protein L10 pseudogene 8	644937	ENSG00000254012	
RPL10P9	ribosomal protein L10 pseudogene 9	389342	ENSG00000233913	
RPL10P10	ribosomal protein L10 pseudogene 10	100129930	ENSG00000216347	
RPL10P11	ribosomal protein L10 pseudogene 11	100128030	ENSG00000230853	
RPL10P12	ribosomal protein L10 pseudogene 12	645422	ENSG00000234040	
RPL10P13	ribosomal protein L10 pseudogene 13	390345	ENSG00000258245	
RPL10P14	ribosomal protein L10 pseudogene 14	390729	ENSG00000260031	
RPL10P15	ribosomal protein L10 pseudogene 15	100129975	ENSG00000267119	
RPL10P16	ribosomal protein L10 pseudogene 16	284393	ENSG00000178464	
RPL10P17	ribosomal protein L10 pseudogene 17	390998	ENSG00000225196	
RPL10P18	ribosomal protein L10 pseudogene 18	100630920	ENSG00000253995	
RPL10P19	ribosomal protein L10 pseudogene 19	645960	ENSG00000233609	
RPL11	ribosomal protein L11	6135	ENSG00000142676	P62913
RPL11P1	ribosomal protein L11 pseudogene 1	100133170	ENSG00000227394	
RPL11P2	ribosomal protein L11 pseudogene 2	133629		
RPL11P3	ribosomal protein L11 pseudogene 3	100271271	ENSG00000213613	
RPL11P4	ribosomal protein L11 pseudogene 4	100271272	ENSG00000184111	
RPL11P5	ribosomal protein L11 pseudogene 5	643499	ENSG00000242137	
RPL12	ribosomal protein L12	6136	ENSG00000197958	P30050
RPL12P1	ribosomal protein L12 pseudogene 1	729727	ENSG00000204194	
RPL12P2	ribosomal protein L12 pseudogene 2	646875	ENSG00000216412	
RPL12P3	ribosomal protein L12 pseudogene 3	128862	ENSG00000233106	
RPL12P4	ribosomal protein L12 pseudogene 4	116149	ENSG00000185834	
RPL12P5	ribosomal protein L12 pseudogene 5	319142	ENSG00000243855	
RPL12P6	ribosomal protein L12 pseudogene 6	440176	ENSG00000243824	
RPL12P7	ribosomal protein L12 pseudogene 7	326275	ENSG00000242941	
RPL12P8	ribosomal protein L12 pseudogene 8	645161	ENSG00000219932	
RPL12P9	ribosomal protein L12 pseudogene 9	654376	ENSG00000232687	
RPL12P10	ribosomal protein L12 pseudogene 10	392872	ENSG00000226279	
RPL12P11	ribosomal protein L12 pseudogene 11	128467	ENSG00000232493	
RPL12P12	ribosomal protein L12 pseudogene 12	85824	ENSG00000236992	
RPL12P13	ribosomal protein L12 pseudogene 13	100129926	ENSG00000172746	
RPL12P14	ribosomal protein L12 pseudogene 14	729500	ENSG00000224321	
RPL12P15	ribosomal protein L12 pseudogene 15	100270920	ENSG00000230993	
RPL12P16	ribosomal protein L12 pseudogene 16	100130447	ENSG00000204196	
RPL12P17	ribosomal protein L12 pseudogene 17	344471	ENSG00000224839	
RPL12P18	ribosomal protein L12 pseudogene 18	729760	ENSG00000213400	
RPL12P19	ribosomal protein L12 pseudogene 19	100129982	ENSG00000226972	
RPL12P20	ribosomal protein L12 pseudogene 20	100270923	ENSG00000239627	
RPL12P21	ribosomal protein L12 pseudogene 21	100270921	ENSG00000242683	
RPL12P22	ribosomal protein L12 pseudogene 22	100270922	ENSG00000253109	
RPL12P23	ribosomal protein L12 pseudogene 23	100270925	ENSG00000218716	
RPL12P24	ribosomal protein L12 pseudogene 24	100270924	ENSG00000243601	
RPL12P25	ribosomal protein L12 pseudogene 25	100270926	ENSG00000235330	
RPL12P26	ribosomal protein L12 pseudogene 26	100271404	ENSG00000236171	
RPL12P27	ribosomal protein L12 pseudogene 27	644202	ENSG00000237169	
RPL12P28	ribosomal protein L12 pseudogene 28	100271273	ENSG00000240180	
RPL12P29	ribosomal protein L12 pseudogene 29	100271274	ENSG00000233189	
RPL12P30	ribosomal protein L12 pseudogene 30	100271405	ENSG00000242353	
RPL12P31	ribosomal protein L12 pseudogene 31	100271406	ENSG00000241228	
RPL12P32	ribosomal protein L12 pseudogene 32	100132795	ENSG00000242314	
RPL12P33	ribosomal protein L12 pseudogene 33	643550	ENSG00000244585	
RPL12P34	ribosomal protein L12 pseudogene 34	100271407	ENSG00000229824	
RPL12P35	ribosomal protein L12 pseudogene 35	400389	ENSG00000243007	
RPL12P36	ribosomal protein L12 pseudogene 36	100271408	ENSG00000242423	
RPL12P37	ribosomal protein L12 pseudogene 37	100129801	ENSG00000240270	
RPL12P38	ribosomal protein L12 pseudogene 38	645688	ENSG00000213228	
RPL12P39	ribosomal protein L12 pseudogene 39	100271410	ENSG00000237314	
RPL12P40	ribosomal protein L12 pseudogene 40	646898	ENSG00000243516	
RPL12P41	ribosomal protein L12 pseudogene 41	100133139	ENSG00000269637	
RPL12P42	ribosomal protein L12 pseudogene 42	100129394	ENSG00000213253	
RPL12P43	ribosomal protein L12 pseudogene 43	100271387	ENSG00000234524	
RPL12P44	ribosomal protein L12 pseudogene 44	100419392	ENSG00000227123	
RPL12P45	ribosomal protein L12 pseudogene 45	100419477	ENSG00000233940	
RPL12P46	ribosomal protein L12 pseudogene 46	107075251	ENSG00000255903	
RPL12P47	ribosomal protein L12 pseudogene 47	107075115	ENSG00000219222	
RPL12P48	ribosomal protein L12 pseudogene 48	101926938	ENSG00000270865	
RPL12P49	ribosomal protein L12 pseudogene 49	107075252	ENSG00000230180	
RPL12P50	ribosomal protein L12 pseudogene 50	107075212	ENSG00000270916	
RPL13	ribosomal protein L13	6137	ENSG00000167526	P26373
RPL13A	ribosomal protein L13a	23521	ENSG00000142541	P40429
RPL13AP	ribosomal protein L13a pseudogene	387043	ENSG00000231301	
RPL13AP2	ribosomal protein L13a pseudogene 2	326278	ENSG00000244053	
RPL13AP3	ribosomal protein L13a pseudogene 3	645683	ENSG00000177350	Q6NVV1
RPL13AP5	ribosomal protein L13a pseudogene 5	728658	ENSG00000236552	
RPL13AP6	ribosomal protein L13a pseudogene 6	644511	ENSG00000234118	
RPL13AP7	ribosomal protein L13a pseudogene 7	284821	ENSG00000213885	
RPL13AP8	ribosomal protein L13a pseudogene 8	727831	ENSG00000226945	
RPL13AP9	ribosomal protein L13a pseudogene 9	100271137	ENSG00000213703	
RPL13AP10	ribosomal protein L13a pseudogene 10	100132906	ENSG00000270780	
RPL13AP11	ribosomal protein L13a pseudogene 11	100271276	ENSG00000229657	
RPL13AP12	ribosomal protein L13a pseudogene 12	100271277	ENSG00000236047	
RPL13AP13	ribosomal protein L13a pseudogene 13	402214	ENSG00000213940	
RPL13AP14	ribosomal protein L13a pseudogene 14	100271278	ENSG00000242858	
RPL13AP15	ribosomal protein L13a pseudogene 15	100271279	ENSG00000216316	
RPL13AP16	ribosomal protein L13a pseudogene 16	100129553	ENSG00000226624	
RPL13AP17	ribosomal protein L13a pseudogene 17	399670	ENSG00000231322	
RPL13AP18	ribosomal protein L13a pseudogene 18	402342	ENSG00000241746	
RPL13AP19	ribosomal protein L13a pseudogene 19	100132924	ENSG00000228754	
RPL13AP20	ribosomal protein L13a pseudogene 20	387841	ENSG00000234498	
RPL13AP21	ribosomal protein L13a pseudogene 21	100129799	ENSG00000239397	
RPL13AP22	ribosomal protein L13a pseudogene 22	441632	ENSG00000243517	
RPL13AP23	ribosomal protein L13a pseudogene 23	441641	ENSG00000242990	
RPL13AP24	ribosomal protein L13a pseudogene 24	100271603	ENSG00000234589	
RPL13AP25	ribosomal protein L13a pseudogene 25	100287887	ENSG00000136149	
RPL13AP26	ribosomal protein L13a pseudogene 26	729212	ENSG00000250318	
RPL13AP27	ribosomal protein L13a pseudogene 27	127379736	ENSG00000226621	
RPL13P	ribosomal protein L13 pseudogene	387044	ENSG00000213916	
RPL13P2	ribosomal protein L13 pseudogene 2	128500	ENSG00000213820	
RPL13P4	ribosomal protein L13 pseudogene 4	654383	ENSG00000241890	
RPL13P5	ribosomal protein L13 pseudogene 5	283345	ENSG00000240370	
RPL13P6	ribosomal protein L13 pseudogene 6	100129176	ENSG00000213176	
RPL13P7	ribosomal protein L13 pseudogene 7	391140		
RPL13P8	ribosomal protein L13 pseudogene 8	100270928	ENSG00000241634	
RPL13P9	ribosomal protein L13 pseudogene 9	100270927		
RPL13P10	ribosomal protein L13 pseudogene 10	100133108		
RPL13P11	ribosomal protein L13 pseudogene 11	100130225		
RPL13P12	ribosomal protein L13 pseudogene 12	388344	ENSG00000215030	
RPL13P13	ribosomal protein L13 pseudogene 13	100129796		
RPL13P14	ribosomal protein L13 pseudogene 14	100130374	ENSG00000235922	
RPL14	ribosomal protein L14	9045	ENSG00000188846	P50914
RPL14P1	ribosomal protein L14 pseudogene 1	144581	ENSG00000139239	
RPL14P2	ribosomal protein L14 pseudogene 2	100270930	ENSG00000225662	
RPL14P3	ribosomal protein L14 pseudogene 3	730747	ENSG00000241923	
RPL14P4	ribosomal protein L14 pseudogene 4	100271282		
RPL14P5	ribosomal protein L14 pseudogene 5	442442	ENSG00000225661	
RPL14P6	RPL14 pseudogene 6	100288533	ENSG00000185631	
RPL15	ribosomal protein L15	6138	ENSG00000174748	P61313
RPL15P1	ribosomal protein L15 pseudogene 1	128756	ENSG00000227343	
RPL15P2	ribosomal protein L15 pseudogene 2	326279	ENSG00000240914	
RPL15P3	ribosomal protein L15 pseudogene 3	653232	ENSG00000212802	
RPL15P4	ribosomal protein L15 pseudogene 4	100129921	ENSG00000225499	
RPL15P5	ribosomal protein L15 pseudogene 5	100127993	ENSG00000233045	
RPL15P6	ribosomal protein L15 pseudogene 6	100270933	ENSG00000241723	
RPL15P7	ribosomal protein L15 pseudogene 7	728576	ENSG00000242262	
RPL15P8	ribosomal protein L15 pseudogene 8	100270934	ENSG00000241651	
RPL15P9	ribosomal protein L15 pseudogene 9	100270935	ENSG00000216917	
RPL15P11	ribosomal protein L15 pseudogene 11	402694	ENSG00000223718	
RPL15P12	ribosomal protein L15 pseudogene 12	100131958	ENSG00000243402	
RPL15P13	ribosomal protein L15 pseudogene 13	100131338	ENSG00000226428	
RPL15P14	ribosomal protein L15 pseudogene 14	100271283	ENSG00000226701	
RPL15P15	ribosomal protein L15 pseudogene 15	100128347	ENSG00000244259	
RPL15P16	ribosomal protein L15 pseudogene 16	100127949	ENSG00000234751	
RPL15P17	ribosomal protein L15 pseudogene 17	728002	ENSG00000243830	
RPL15P18	ribosomal protein L15 pseudogene 18	728088	ENSG00000228501	
RPL15P19	RPL15 pseudogene 19	100131797	ENSG00000259545	
RPL15P20	ribosomal protein L15 pseudogene 20	646672	ENSG00000215003	
RPL15P21	ribosomal protein L15 pseudogene 21	100132722	ENSG00000244753	
RPL15P22	ribosomal protein L15 pseudogene 22	100130624	ENSG00000231369	
RPL17	ribosomal protein L17	6139	ENSG00000265681	P18621
RPL17-C18orf32	RPL17-C18orf32 readthrough	100526842	ENSG00000215472	
RPL17P1	ribosomal protein L17 pseudogene 1	140748	ENSG00000229500	
RPL17P2	ribosomal protein L17 pseudogene 2	652974	ENSG00000242135	
RPL17P3	ribosomal protein L17 pseudogene 3	326286	ENSG00000271705	
RPL17P4	ribosomal protein L17 pseudogene 4	326288	ENSG00000240624	
RPL17P5	ribosomal protein L17 pseudogene 5	388132	ENSG00000230721	
RPL17P6	ribosomal protein L17 pseudogene 6	645441	ENSG00000226084	
RPL17P7	ribosomal protein L17 pseudogene 7	100132742	ENSG00000244716	
RPL17P8	ribosomal protein L17 pseudogene 8	730255	ENSG00000213041	
RPL17P9	ribosomal protein L17 pseudogene 9	729301	ENSG00000223583	
RPL17P10	ribosomal protein L17 pseudogene 10	100270936	ENSG00000224672	
RPL17P11	ribosomal protein L17 pseudogene 11	100270937	ENSG00000233445	
RPL17P12	ribosomal protein L17 pseudogene 12	100270938	ENSG00000230559	
RPL17P13	ribosomal protein L17 pseudogene 13	100270939	ENSG00000223604	
RPL17P14	ribosomal protein L17 pseudogene 14	100270941	ENSG00000226297	
RPL17P15	ribosomal protein L17 pseudogene 15	100128117	ENSG00000229326	
RPL17P16	ribosomal protein L17 pseudogene 16	729349	ENSG00000236768	
RPL17P17	ribosomal protein L17 pseudogene 17	100270943	ENSG00000223409	
RPL17P18	ribosomal protein L17 pseudogene 18	100129657	ENSG00000234742	
RPL17P19	ribosomal protein L17 pseudogene 19	100271150	ENSG00000241261	
RPL17P20	ribosomal protein L17 pseudogene 20	391655	ENSG00000241250	
RPL17P21	ribosomal protein L17 pseudogene 21	100271151	ENSG00000241809	
RPL17P22	ribosomal protein L17 pseudogene 22	727984	ENSG00000243592	
RPL17P23	ribosomal protein L17 pseudogene 23	100271152	ENSG00000220694	
RPL17P24	ribosomal protein L17 pseudogene 24	100271153	ENSG00000237593	
RPL17P25	ribosomal protein L17 pseudogene 25	442232	ENSG00000219547	
RPL17P26	ribosomal protein L17 pseudogene 26	100129784	ENSG00000216854	
RPL17P27	ribosomal protein L17 pseudogene 27	202789	ENSG00000243099	
RPL17P28	ribosomal protein L17 pseudogene 28	100270940	ENSG00000229677	
RPL17P29	ribosomal protein L17 pseudogene 29	100271154	ENSG00000231965	
RPL17P30	ribosomal protein L17 pseudogene 30	100271155	ENSG00000244235	
RPL17P31	ribosomal protein L17 pseudogene 31	100271156	ENSG00000241961	
RPL17P32	ribosomal protein L17 pseudogene 32	100270942		
RPL17P33	ribosomal protein L17 pseudogene 33	646909	ENSG00000243844	
RPL17P34	ribosomal protein L17 pseudogene 34	643863	ENSG00000213432	
RPL17P35	ribosomal protein L17 pseudogene 35	100271284	ENSG00000233900	
RPL17P36	ribosomal protein L17 pseudogene 36	729340	ENSG00000236058	
RPL17P37	ribosomal protein L17 pseudogene 37	100271411	ENSG00000241590	
RPL17P38	ribosomal protein L17 pseudogene 38	100271417	ENSG00000240441	
RPL17P39	ribosomal protein L17 pseudogene 39	645296	ENSG00000212664	
RPL17P40	ribosomal protein L17 pseudogene 40	100271413	ENSG00000241067	
RPL17P41	ribosomal protein L17 pseudogene 41	100132645	ENSG00000213179	
RPL17P42	ribosomal protein L17 pseudogene 42	100271418		
RPL17P43	ribosomal protein L17 pseudogene 43	729259	ENSG00000228331	
RPL17P44	ribosomal protein L17 pseudogene 44	100129584	ENSG00000241088	
RPL17P45	ribosomal protein L17 pseudogene 45	100271414	ENSG00000267664	
RPL17P46	ribosomal protein L17 pseudogene 46	100271419	ENSG00000239689	
RPL17P47	ribosomal protein L17 pseudogene 47	100271415	ENSG00000242615	
RPL17P48	ribosomal protein L17 pseudogene 48	100271416	ENSG00000235018	
RPL17P49	ribosomal protein L17 pseudogene 49	100271388	ENSG00000231211	
RPL17P50	ribosomal protein L17 pseudogene 50	729046	ENSG00000213700	
RPL17P51	ribosomal protein L17 pseudogene 51	106480245	ENSG00000271429	
RPL17P52	ibosomal protein L17 pseudogene 52	133395146	ENSG00000236132	
RPL18	ribosomal protein L18	6141	ENSG00000063177	Q07020
RPL18A	ribosomal protein L18a	6142	ENSG00000105640	Q02543
RPL18AP1	ribosomal protein L18a pseudogene 1	326289		
RPL18AP2	ribosomal protein L18a pseudogene 2	387494	ENSG00000225043	
RPL18AP3	ribosomal protein L18a pseudogene 3	390354	ENSG00000213442	
RPL18AP4	ribosomal protein L18a pseudogene 4	127545		
RPL18AP5	ribosomal protein L18a pseudogene 5	729955		
RPL18AP6	ribosomal protein L18a pseudogene 6	285053		
RPL18AP7	ribosomal protein L18a pseudogene 7	100133038	ENSG00000232439	
RPL18AP8	ribosomal protein L18a pseudogene 8	644082	ENSG00000218754	
RPL18AP9	ribosomal protein L18a pseudogene 9	731642	ENSG00000223916	
RPL18AP10	ribosomal protein L18a pseudogene 10	100271285		
RPL18AP11	ribosomal protein L18a pseudogene 11	100127999		
RPL18AP12	ribosomal protein L18a pseudogene 12	100271604		
RPL18AP13	ribosomal protein L18a pseudogene 13	646189	ENSG00000213304	
RPL18AP14	ribosomal protein L18a pseudogene 14	100271420	ENSG00000223733	
RPL18AP15	ribosomal protein L18a pseudogene 15	392522	ENSG00000236189	
RPL18AP16	ribosomal protein L18a pseudogene 16	347544	ENSG00000237793	
RPL18AP17	ribosomal protein L18a pseudogene 17	100873859	ENSG00000227952	
RPL18P1	ribosomal protein L18 pseudogene 1	326291	ENSG00000242417	
RPL18P2	ribosomal protein L18 pseudogene 2	100129421		
RPL18P3	ribosomal protein L18 pseudogene 3	100129374		
RPL18P4	ribosomal protein L18 pseudogene 4	392979		
RPL18P5	ribosomal protein L18 pseudogene 5	100270944		
RPL18P6	ribosomal protein L18 pseudogene 6	100131333		
RPL18P7	ribosomal protein L18 pseudogene 7	100270945		
RPL18P8	ribosomal protein L18 pseudogene 8	100129670		
RPL18P9	ribosomal protein L18 pseudogene 9	100129645		
RPL18P10	ribosomal protein L18 pseudogene 10	100271286	ENSG00000214359	
RPL18P11	ribosomal protein L18 pseudogene 11	390612	ENSG00000213307	
RPL18P12	ribosomal protein L18 pseudogene 12	390671		
RPL18P13	ribosomal protein L18 pseudogene 13	441775	ENSG00000244485	
RPL19	ribosomal protein L19	6143	ENSG00000108298	P84098
RPL19P1	ribosomal protein L19 pseudogene 1	140759	ENSG00000226217	
RPL19P2	ribosomal protein L19 pseudogene 2	654382	ENSG00000229863	
RPL19P3	ribosomal protein L19 pseudogene 3	100131759		
RPL19P4	ribosomal protein L19 pseudogene 4	646710	ENSG00000226915	
RPL19P5	ribosomal protein L19 pseudogene 5	646532	ENSG00000230580	
RPL19P6	ribosomal protein L19 pseudogene 6	100270946	ENSG00000233597	
RPL19P7	ribosomal protein L19 pseudogene 7	100131527	ENSG00000240827	
RPL19P8	ribosomal protein L19 pseudogene 8	391719		
RPL19P9	ribosomal protein L19 pseudogene 9	653314		
RPL19P10	ribosomal protein L19 pseudogene 10	100270948		
RPL19P11	ribosomal protein L19 pseudogene 11	100270950	ENSG00000241668	
